,Unnamed: 0,title,time_since_posted,year,kilometers,trim,location,price,im_link
692,692,شاهین,3 روز پیش,1401,0,دنده ای,همدان,555000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/6fded392-a399-4a58-bfa9-9b10b52d955c/CarImage_638372848006029516_thumb_900_600.jpg?width=270
693,693,تیبا,3 روز پیش,1393,109000,SX,شمیرانات,245000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/8481b2f5-3ccf-4acf-adaa-d3abccf68a26/CarImage_638372847027957724_thumb_900_600.jpeg?width=270
694,694,کوییک,3 روز پیش,1402,0,دنده ای,تهران / شمس آباد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/8dfec1e3-0299-4e00-b29c-1bd1ff7bc297/CarImage10542205_638220084010760513_thumb_900_600.jpeg?width=270
695,695,چانگان,3 روز پیش,2023,0,تیپ 3,اصفهان / بلوار آتشگاه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/dcfec644-a995-474d-bbcc-244a2b023051/CarImage_638372844514724691_thumb_900_600.jpeg?width=270
696,696,برلیانس,3 روز پیش,1397,120000,1.65 اتوماتیک,ساوه,675000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/73c3d9bd-2b1f-41f7-b183-83d29c1b9437/CarImage_638372838614821376_thumb_900_600.jpeg?width=270
697,697,کیا,3 روز پیش,1397,115000,2.0 لیتر آپشنال,اصفهان / بلوار آتشگاه,1320000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a65e64f5-7e59-4e7c-9f41-109ce08a6dd1/CarImage_638372837660380411_thumb_900_600.jpeg?width=270
698,698,پراید,3 روز پیش,1396,88000,SE,تهران / ستارخان,247000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/3bee1cd9-3413-49a7-8aa5-d034270ba02b/CarImage_638372836600019339_thumb_900_600.jpg?width=270
699,699,پراید,3 روز پیش,1402,0,SE,تهران / نارمک جنوبی,,/images/default-images/default-car-white.svg
700,700,کیا,3 روز پیش,1396,120000,2.0 لیتر آپشنال,اصفهان / بلوار آتشگاه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/708bcf29-f9dd-4546-b90c-0a6e4a00d5c6/CarImage_638372835934293011_thumb_900_600.jpeg?width=270
701,701,پراید,3 روز پیش,1381,400000,دنده ای,کرج / شهرک البرز,,/images/default-images/default-car-white.svg
702,702,تیبا,3 روز پیش,1399,43000,EX,اهواز / باهنر,295000000.0,/images/default-images/default-car-white.svg
703,703,سیتروئن,3 روز پیش,1386,440000,2.0 لیتر SX,تهران / سیزده آبان,317000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/e5f67162-6158-4757-871a-50546803614c/CarImage_638372822955546957_thumb_900_600.jpg?width=270
704,704,کوییک,3 روز پیش,1402,0,اتوماتیک,تهران / آجودانیه,438000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ccc33702-a70d-437b-878f-47947e04bf44/CarImage_638372822640057090_thumb_900_600.jpeg?width=270
705,705,ساینا,3 روز پیش,1402,0,دنده ای گازسوز,تهران / عباس آباد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/e721f5e0-1149-45e1-9d4a-a7c585e409ed/CarImage_638360934236415348_thumb_900_600.jpeg?width=270
706,706,کوییک,3 روز پیش,1402,0,اتوماتیک,تهران / شمس‌آباد,429000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/617d2757-5a70-497d-b477-ea387a363746/CarImage_638372817319790326_thumb_900_600.jpg?width=270
707,707,شاهین,3 روز پیش,1402,0,CVT,تهران / جردن,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/c8e2e603-de45-4d7a-a23a-77bbd87e80e6/CarImage_638372816339319628_thumb_900_600.jpg?width=270
708,708,کوییک,3 روز پیش,1401,0,دنده ای,تهران / صادقیه,320000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/6c7bfd92-300b-4111-80bc-f14669ab4c77/CarImage_638372815354434595_thumb_900_600.jpg?width=270
709,709,تیبا,3 روز پیش,1393,194000,SX بنزینی,تهران / شهرک آزادی,220000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/20955b44-2b05-4ec8-b149-d1a39e51fbee/CarImage_638375436288765401_thumb_900_600.jpg?width=270
710,710,چانگان,3 روز پیش,1397,60000,اتوماتیک,تهران / ازگل,690000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/f26e0c46-848a-4962-afa7-abd6427ab5be/CarImage_638372809725463602_thumb_900_600.jpg?width=270
711,711,سیتروئن,3 روز پیش,1388,125000,2.0 لیتر SX,تهران / امیرآباد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/795536f4-eec3-4242-8516-2600a6815afb/CarImage_638353926670452140_thumb_900_600.jpg?width=270
712,712,کیا,3 روز پیش,1397,44000,2.0 لیتر آپشنال,تهران / گیشا (کوی نصر),1450000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/9073ae87-9b32-49f6-8d28-bdeacad3f748/CarImage_638372832199219347_thumb_900_600.jpg?width=270
713,713,کوییک,3 روز پیش,1402,0,دنده ای,تهران / سیدخندان,338000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/13cb3567-cd79-40ec-9bb6-c7e66bc71c00/CarImage_638372790907717771_thumb_900_600.jpg?width=270
714,714,سیتروئن,3 روز پیش,1385,144000,2.0 لیتر SX,سنندج,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/6a5ec406-6b57-4600-a15e-1a6bc4cba883/CarImage_638372783939886107_thumb_900_600.jpg?width=270
715,715,پراید,3 روز پیش,1395,90000,SE,تهران / پاسداران,235000000.0,/images/default-images/default-car-white.svg
716,716,ساینا,3 روز پیش,1400,39000,دنده ای بنزینی,تهران / دهکده المپیک,310000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/bf094fe6-f444-4ce7-875d-f031e3f8e742/CarImage_638372762678417337_thumb_900_600.jpg?width=270
717,717,کوییک,3 روز پیش,1401,24000,اتوماتیک,تهران / حکیمیه,406000000.0,/images/default-images/default-car-white.svg
718,718,پراید,3 روز پیش,1395,59000,SE,تهران / نظام‌آباد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/60f20511-f1c6-45a4-913e-9d7fcba543ec/CarImage_638367533627267791_thumb_900_600.jpg?width=270
719,719,کوییک,3 روز پیش,1401,20000,دنده ای,تهران / 17 شهریور,315000000.0,/images/default-images/default-car-white.svg
720,720,تیبا,3 روز پیش,1395,141000,SX بنزینی,اصفهان / مدرس,252000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/cca58cd0-346e-4d3b-b730-aa0da7ddcfc2/CarImage_638372709457683218_thumb_900_600.jpg?width=270
721,721,تیبا,3 روز پیش,1393,190000,SX,بجنورد,255000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/7946c352-ee1d-402c-a0e9-ae5688d2feeb/CarImage_638372592655765119_thumb_900_600.jpg?width=270
722,722,ساینا,3 روز پیش,1402,12000,دنده ای بنزینی,تهران / دولت‌آباد,330000000.0,/images/default-images/default-car-white.svg
723,723,شاهین,3 روز پیش,1400,45000,دنده ای,نجف آباد,515000000.0,/images/default-images/default-car-white.svg
724,724,پراید,4 روز پیش,1382,270000,دنده ای,شهریار,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/78b0355e-0c29-4d13-b7f1-f2d456c3705a/CarImage_638372481173409836_thumb_900_600.jpg?width=270
725,725,کیا,4 روز پیش,1396,170000,2.0 لیتر آپشنال,آمل,1130000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/d42edfa8-99ea-42d0-b942-29fc3612501a/CarImage_638372480722451666_thumb_900_600.jpeg?width=270
726,726,پراید,4 روز پیش,1379,450000,دنده ای,نظرآباد,85000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/fbc04b02-9c6f-4665-853b-b77cd51afd22/CarImage_638372476524755462_thumb_900_600.jpg?width=270
727,727,کیا,4 روز پیش,1397,27000,2.0 لیتر آپشنال,تهران / اقدسیه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/fc354b43-47aa-4504-8a15-250985362a2a/CarImage_638372439742011481_thumb_900_600.jpeg?width=270
728,728,پراید,4 روز پیش,1388,350000,دنده ای,ماسال,175000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a88c5ae6-d67c-4593-bf04-2a506ae09c07/CarImage_638372434725723633_thumb_900_600.jpg?width=270
729,729,ساینا,4 روز پیش,1398,49500,دنده ای,اصفهان / شهرک نگین,296000000.0,/images/default-images/default-car-white.svg
730,730,کوییک,4 روز پیش,1400,41000,دنده ای,شاهرود,315000000.0,/images/default-images/default-car-white.svg
731,731,پراید,4 روز پیش,1380,280000,دنده ای,کرمانشاه / 22 بهمن,115000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/e0f73766-208f-41b4-a416-6a39fff2018d/CarImage_638372396066143255_thumb_900_600.jpg?width=270
732,732,پراید,4 روز پیش,1382,300000,دنده ای,اصفهان / ارغوانیه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/f5b2b775-8af8-4fdd-9aec-2283a5ca0c2b/CarImage_638372391340163759_thumb_900_600.jpg?width=270
733,733,پراید,4 روز پیش,1396,151000,SE,اسلام شهر,210000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/952b80fb-d238-469f-b244-581399ace930/CarImage_638372382523492533_thumb_900_600.jpg?width=270
734,734,برلیانس,4 روز پیش,1396,172000,1.5 اتوماتیک,تهران / شهرک کیانشهر,520000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/393a234b-f540-49d4-a9d8-f6361c392e08/CarImage_638372378946133076_thumb_900_600.jpg?width=270
735,735,پراید,4 روز پیش,1397,45000,SE,تبریز,252000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/190ae42e-d748-4b08-bc73-d55db34422ec/CarImage_638372375490467706_thumb_900_600.jpeg?width=270
736,736,کیا,4 روز پیش,1385,203000,دنده ای,تهران / اراج,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/8ed38020-ef16-40ad-bd53-1a25a2e826a3/CarImage_638372371923964407_thumb_900_600.jpg?width=270
737,737,پراید,4 روز پیش,1383,315000,دنده ای,تهران / نصیرآباد,135000000.0,/images/default-images/default-car-white.svg
738,738,پراید,4 روز پیش,1391,180000,EX,تهران / تهرانپارس غربی,165000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/78780688-440e-4b38-ae79-a61ece21a58a/CarImage_638372355051506568_thumb_900_600.jpeg?width=270
739,739,شاهین,4 روز پیش,1400,56000,دنده ای,تهران / نعمت‌آباد,500000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/0c027619-248b-464e-815c-0ce3d944ee73/CarImage_638372365651455889_thumb_900_600.jpg?width=270
740,740,تیبا,4 روز پیش,1397,0,SX بنزینی,تهران / رسالت,268000000.0,/images/default-images/default-car-white.svg
741,741,تیبا,4 روز پیش,1394,150000,SX,کرج / مهرویلا,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/b4545281-b4ba-412e-af73-ab54db6a788c/CarImage_638371447675931809_thumb_900_600.jpg?width=270
742,742,کوییک,4 روز پیش,1400,52000,دنده ای,اصفهان / احمدآباد,305000000.0,/images/default-images/default-car-white.svg
743,743,کیا,4 روز پیش,1397,40000,2.0 لیتر آپشنال,تهران / دروس,1425000000.0,/images/default-images/default-car-white.svg
744,744,پراید,4 روز پیش,1390,370000,SL,رودسر,160000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/61d31a10-c72b-4e37-afb4-acc8030a2e3f/CarImage_638372333984592653_thumb_900_600.jpg?width=270
745,745,پراید,4 روز پیش,1398,81000,SE,ری,252000000.0,/images/default-images/default-car-white.svg
746,746,کوییک,4 روز پیش,1400,30000,دنده ای,تهران / سوهانک,308000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/3154d723-1330-4f7c-8294-9a15b8d008e1/CarImage_638372326737289303_thumb_900_600.jpg?width=270
747,747,چانگان,4 روز پیش,1398,33000,اتوماتیک,رشت / قلی پور,,/images/default-images/default-car-white.svg
748,748,پراید,4 روز پیش,1389,0,دنده ای,تهران / جی,175000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/809c716d-4891-4f7f-8c34-1495bc7d6644/CarImage_638372322009179881_thumb_900_600.jpg?width=270
749,749,چانگان,4 روز پیش,2015,250000,اتوماتیک,تبریز,615000000.0,/images/default-images/default-car-white.svg
750,750,ساینا,4 روز پیش,1401,15800,دنده ای بنزینی,اصفهان / باقوشخانه,332000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/b6b06376-23a8-4046-a9b5-13155c771f29/CarImage_638372462934226470_thumb_900_600.jpg?width=270
751,751,چانگان,4 روز پیش,1398,39000,اتوماتیک,اردبیل,890000000.0,/images/default-images/default-car-white.svg
752,752,پراید,4 روز پیش,1398,65000,SE,هشتگرد,260000000.0,/images/default-images/default-car-white.svg
753,753,کوییک,4 روز پیش,1401,11150,دنده ای,تهران / آرژانتین,320000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/15243f5e-1f7c-4ff4-ae6e-7e6c21e5ff78/CarImage_638372299300036957_thumb_900_600.jpg?width=270
754,754,کیا,4 روز پیش,1388,190000,دنده ای,کرج / گوهردشت,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/3c5f73aa-c6f5-4cc7-a961-aab576d3b387/CarImage_638372290149910726_thumb_900_600.jpeg?width=270
755,755,پراید,4 روز پیش,1398,79000,SE,تهران / فلاح,235000000.0,/images/default-images/default-car-white.svg
756,756,چانگان,4 روز پیش,1397,70000,اتوماتیک,رشت / گاز,830000000.0,/images/default-images/default-car-white.svg
757,757,تیبا,4 روز پیش,1391,133500,SX دوگانه سوز,تهران / افسریه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/093b495f-d72f-487a-b1f4-84e0868f4534/CarImage_638372261801595676_thumb_900_600.jpg?width=270
758,758,کوییک,4 روز پیش,1402,0,اتوماتیک,تهران / تهران‌سر,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/2f0df052-9e0f-4118-aba5-59683156a874/CarImage_638372260354934046_thumb_900_600.jpeg?width=270
759,759,تیبا,4 روز پیش,1394,167000,EX,تهران / سلسبیل,200000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/d71790a9-2493-48dc-b2b0-13836b295dd2/CarImage_638372259622875934_thumb_900_600.jpg?width=270
760,760,شاهین,4 روز پیش,1402,0,دنده ای,تهران / تهرانپارس شرقی,600000000.0,/images/default-images/default-car-white.svg
761,761,کیا,4 روز پیش,1397,53000,2.0 لیتر آپشنال,تهران / پاسداران,1365000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/cc78b04b-bf3c-4874-9d9c-47b11296e5fd/CarImage_638372057520696420_thumb_900_600.jpeg?width=270
762,762,پراید,4 روز پیش,1389,260000,دنده ای,خنداب,,/images/default-images/default-car-white.svg
763,763,کوییک,4 روز پیش,1402,0,دنده ای,تهران / دانشگاه تهران,344000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/597c6f4e-7e90-4295-80b4-795aa3e3e915/CarImage_638372243473500587_thumb_900_600.jpg?width=270
764,764,تیبا,4 روز پیش,1400,0,EX,کرج / گوهردشت,,/images/default-images/default-car-white.svg
765,765,ساینا,4 روز پیش,1402,0,دنده ای بنزینی,همدان,355000000.0,/images/default-images/default-car-white.svg
766,766,پراید,4 روز پیش,1384,400000,دنده ای,تهران / ابوذر (منطقه 15),,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/6c944112-7b82-4003-87ff-b78bc2d16959/CarImage_638372223966058174_thumb_900_600.jpg?width=270
767,767,چانگان,4 روز پیش,1397,60000,اتوماتیک,کرج / گلشهر,800000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/4b4a0b41-95e1-497f-b517-47f472fe3faf/CarImage_638372219309992817_thumb_900_600.jpg?width=270
768,768,کیا,4 روز پیش,1387,185000,دنده ای,تنکابن,255000000.0,/images/default-images/default-car-white.svg
769,769,کیا,4 روز پیش,1395,95000,2.0 لیتر ساده,کرج / عظیمیه,1150000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/105e91f9-32f8-417a-8ae5-ba521db39142/CarImage_638372197447906143_thumb_900_600.jpg?width=270
770,770,کیا,4 روز پیش,1397,590000,2.0 لیتر آپشنال,همدان / میدان جهاد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/fa19d2bf-e735-42bd-aeef-9fe27acfe76b/CarImage10467568_638183606248254459_thumb_900_600.jpg?width=270
771,771,کیا,4 روز پیش,1394,140000,2.0 لیتر ساده,تهران / بلوار آیت الله کاشانی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/3d61238a-7604-4f65-af3f-0541ea99a058/CarImage_638354102868693965_thumb_900_600.jpg?width=270
772,772,کوییک,4 روز پیش,1402,13000,دنده ای,آمل,340000000.0,/images/default-images/default-car-white.svg
773,773,کوییک,4 روز پیش,1402,0,دنده ای,تهران / ارامنه,347000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/82d1cf3b-c5a8-459b-8ce9-c1882adfb8d4/CarImage_638372162400302284_thumb_900_600.jpg?width=270
774,774,تیبا,4 روز پیش,1393,124000,SX,تهران / مرزداران,245000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ca04b6b6-0b7b-419a-8e24-31dbafe32818/CarImage_638372159249977567_thumb_900_600.jpg?width=270
775,775,کوییک,4 روز پیش,1399,62000,دنده ای,تهران / پاسداران,290000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/e4445d83-d44b-41be-bc5b-72a20d0d1326/CarImage_638372152419693996_thumb_900_600.jpg?width=270
776,776,چانگان,4 روز پیش,2023,0,تیپ 3,تهران / آزادی,,/images/default-images/default-car-white.svg
777,777,پراید,4 روز پیش,1402,0,SE,قائم شهر,273000000.0,/images/default-images/default-car-white.svg
778,778,کوییک,4 روز پیش,1402,0,دنده ای,بردسیر,360000000.0,/images/default-images/default-car-white.svg
779,779,برلیانس,4 روز پیش,1397,57000,1.65 دنده ای,تهران / سهروردی,545000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/8043f7e2-c665-4ddf-9209-6030aaa31ac9/CarImage_638373660227055954_thumb_900_600.jpg?width=270
780,780,کوییک,4 روز پیش,1401,18300,دنده ای,تهران / جنت‌آباد جنوبی,325000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/81998dde-db69-40a7-a3ce-f9b0e5788f1f/CarImage_638372142086465903_thumb_900_600.jpg?width=270
781,781,پراید,4 روز پیش,1376,444000,دنده ای,ملارد / ماهدشت,67000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/1857549e-274f-4db2-82c3-d1b46f0fea99/CarImage_638372143441852976_thumb_900_600.jpg?width=270
782,782,کوییک,4 روز پیش,1400,0,دنده ای,تهران / زاهد گیلانی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/88ee2221-064e-4844-9aa6-a57332497032/CarImage_638372144271408651_thumb_900_600.jpg?width=270
783,783,پراید,4 روز پیش,1397,65000,SE,کرج / مهرشهر - فاز 1,255000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/378f9ebf-f027-4a47-9ae3-ee25006d9f1d/CarImage_638372133060299327_thumb_900_600.jpg?width=270
784,784,کوییک,4 روز پیش,1402,0,دنده ای,کرج / باغستان,343000000.0,/images/default-images/default-car-white.svg
785,785,کوییک,4 روز پیش,1402,0,دنده ای,بهشهر,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/09e90a09-c648-4a93-ba2c-a670d2dd194a/CarImage_638372127665688340_thumb_900_600.jpg?width=270
786,786,شاهین,4 روز پیش,1401,16000,دنده ای,قزوین,557000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/d1daaca3-44c9-4ceb-9325-fa8ff7b28cae/CarImage_638372121179701608_thumb_900_600.jpg?width=270
787,787,شاهین,4 روز پیش,1402,0,دنده ای,تهران / قیطریه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/99a5ff38-edcb-4ea6-9207-155a2450d0d6/CarImage_638372120003737129_thumb_900_600.png?width=270
788,788,پراید,4 روز پیش,1399,0,SE,تهران / تهرانپارس غربی,258000000.0,/images/default-images/default-car-white.svg
789,789,پراید,4 روز پیش,1385,35000,دنده ای,کرج / مشکین‌دشت,,/images/default-images/default-car-white.svg
790,790,پراید,4 روز پیش,1391,855555,SL,مشهد / بلوار توس,180000000.0,/images/default-images/default-car-white.svg
791,791,کوییک,4 روز پیش,1402,0,دنده ای,تهران / فلکه دوم صادقیه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ccd8647b-5abd-4380-bcbf-a64e6b717ec6/CarImage_638343547531976628_thumb_900_600.jpg?width=270
792,792,پراید,4 روز پیش,1383,300000,دنده ای,زرین شهر,75000000.0,/images/default-images/default-car-white.svg
793,793,پراید,4 روز پیش,1392,220000,EX,تهران / امیرآباد,,/images/default-images/default-car-white.svg
794,794,شاهین,4 روز پیش,1401,53000,دنده ای,تهران / هنگام,530000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/1ce637d7-b670-40db-a608-3288cf224ded/CarImage_638369386545398497_thumb_900_600.jpeg?width=270
795,795,سیتروئن,4 روز پیش,1398,40000,اتوماتیک,اصفهان / بوستان ملت,1730000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ea53d27d-3239-4d30-93b9-37cd1900264a/CarImage_638372097725328640_thumb_900_600.jpeg?width=270
796,796,پراید,4 روز پیش,1385,123000,دنده ای,تهران / بهجت‌آباد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/b15c6ab5-15fb-49b2-914f-e178173e7478/CarImage_638372091723126473_thumb_900_600.jpeg?width=270
797,797,شاهین,4 روز پیش,1402,0,دنده ای,تهران / پونک,,/images/default-images/default-car-white.svg
798,798,پراید,4 روز پیش,1396,200000,SE,کرج / شهر جدید اندیشه,240000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/6dad8bbf-63db-4cc3-b8fe-49ec3bfc45b8/CarImage_638374579606471124_thumb_900_600.jpg?width=270
799,799,کیا,4 روز پیش,1394,80000,2.0 لیتر ساده,تهران / پیروزی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/74b3fbfe-54bc-4e29-8c73-da32b0d9612e/CarImage_638372082114268512_thumb_900_600.jpg?width=270
800,800,کوییک,4 روز پیش,1402,0,اتوماتیک,نجف آباد,440000000.0,/images/default-images/default-car-white.svg
801,801,شاهین,4 روز پیش,1402,0,دنده ای,تهران / نارمک,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/9f936d86-1bd2-42e6-8b33-5f412dfea941/CarImage_638372352410834847_thumb_900_600.jpg?width=270
802,802,پراید,4 روز پیش,1399,93000,SE,کرج / کیانمهر,265000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/ea5efe80-69a5-4176-8d52-8840292382b8/CarImage_638372065435343989_thumb_900_600.jpg?width=270
803,803,پراید,4 روز پیش,1384,225000,دنده ای,رودسر,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/cc36c52c-8b71-4b3e-b2c8-ea0119cf411d/CarImage_638372064643353851_thumb_900_600.jpg?width=270
804,804,کیا,4 روز پیش,1394,280000,2.0 لیتر ساده,تهران / اقدسیه,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/4c56594d-ac59-4716-a89e-858d9cee9aee/CarImage_638372063798619533_thumb_900_600.jpg?width=270
805,805,کوییک,4 روز پیش,1400,11000,دنده ای,تهران / سهروردی,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/eb17508b-7435-40f3-92a9-0cd287294100/CarImage_638372057925769217_thumb_900_600.jpg?width=270
806,806,پراید,4 روز پیش,1396,123200,SE,ماکو,,/images/default-images/default-car-white.svg
807,807,کیا,4 روز پیش,1397,110000,2.0 لیتر آپشنال,تهران / جیحون,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/20227caa-3c9f-4cdc-8fda-b5ff5b88e270/CarImage_638372055986316493_thumb_900_600.jpeg?width=270
808,808,کوییک,4 روز پیش,1400,50000,دنده ای,اصفهان / تالار,310000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/1d3a2835-aee8-4129-b626-f6aa2d3f2992/CarImage_638372055820060856_thumb_900_600.jpg?width=270
809,809,پراید,4 روز پیش,1385,220000,دنده ای,زرین شهر,135000000.0,/images/default-images/default-car-white.svg
810,810,پراید,4 روز پیش,1393,198000,SE,تهران / دولاب,180000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/0cf48f7d-8257-481e-8ef9-0a4f90bff203/CarImage_638372054233999593_thumb_900_600.jpg?width=270
811,811,کوییک,4 روز پیش,1402,0,دنده ای,تهران / سعادت آباد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/fe4b6204-7537-4927-ac9d-17d044fdb257/CarImage_638358976217733255_thumb_900_600.jpg?width=270
812,812,کوییک,4 روز پیش,1402,0,دنده ای,تهران / شمس آباد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/6d69fdd1-b028-46ae-a014-8630229dbb9a/CarImage10542565_638220113159136570_thumb_900_600.jpg?width=270
813,813,پراید,4 روز پیش,1388,390000,دنده ای,تهران / چیتگر,154000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/4d556877-03d8-4758-a87f-48590c3e5172/CarImage_638372045597391186_thumb_900_600.jpg?width=270
814,814,شاهین,4 روز پیش,1402,0,دنده ای,تهران / شهرک راه آهن,520000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/d5de7184-fede-4dbe-848a-6753f6609e16/CarImage10517647_638205570113419879_thumb_900_600.png?width=270
815,815,پراید,4 روز پیش,1397,49000,SE,تهران / میدان خراسان,225000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/8ccc4438-e381-4926-bc28-7d6bf06b1b74/CarImage_638372040718868356_thumb_900_600.jpg?width=270
816,816,تیبا,4 روز پیش,1398,105000,EX,قزوین,276000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/a0aae313-38b5-4ed3-a07e-b9ddbc63c223/CarImage_638372046018236759_thumb_900_600.jpg?width=270
817,817,چانگان,4 روز پیش,2023,0,تیپ 3,تهران / عباس آباد,,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/76bbaaa4-3c9b-459a-8a25-2933a4df02d3/CarImage_638338247378148346_thumb_900_600.jpg?width=270
818,818,پراید,4 روز پیش,1391,215742,SX,تهران / تهران‌سر,173000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/e7ff59e1-d7f3-48a7-8b46-b00921ab6422/CarImage_638372018446951615_thumb_900_600.jpg?width=270
819,819,پراید,4 روز پیش,1389,244000,SX,بندرعباس,160000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/9ae7fc09-cfb3-4e75-8447-f713d6cde17d/CarImage_638372017118859063_thumb_900_600.jpg?width=270
820,820,پراید,4 روز پیش,1392,107000,TL,تهران / اتابک,185000000.0,https://cdn.bama.ir/uploads/BamaImages/VehicleCarImages/6c55c3fc-3fbe-474a-bfc9-f1a3e9796654/CarImage_638372014817760203_thumb_900_600.jpg?width=270
